# CutterNest Piezas v1
# Estantería demo reorganizada (2026-09): 4 módulos autocontenidos de
# 100×240×95 mm (E=18, fondo 15), interior útil 64×204×62 mm.
# - Antes la estructura vivía en un módulo global y los módulos 1-4 quedaban
#   "huecos" (sin base/tapa/laterales/fondo), lo que el validador marcaba como
#   estructura incompleta. Ahora cada módulo es una caja real y las piezas
#   interiores se recortaron al interior útil.
# - Módulo 1: 2 puertas + 2 estantes. Módulo 2: 3 estantes + cajón (m21).
# - Módulo 3: 3 puertas + 2 cajones apilados (m31, m32). Módulo 4: barra.
id,nombre,ancho,alto,cantidad,rotate,color,espesor,cantos,modulo
m3-puerta-3,Puerta Abatible 3 M3,32,204,1,no,#FFD93D,18,"T,B,R",3
m31-frente,Frente cajon 1 M3,62,57,1,si,#A8E6CF,18,"T,B,L,R",31
m31-lateral-izq,Lateral cajon izq M3,37,27,1,no,#DCEDC1,18,"T,B,L",31
m31-lateral-der,Lateral cajon der M3,37,27,1,no,#DCEDC1,18,"T,B,R",31
31-fondo,Fondo cajon 1 M3,26,27,1,no,#FFF3E0,15,,31
31-base,Base cajon 1 M3,26,37,1,si,#FFCCBC,18,"T,B,L,R",31
m31-tirador,Tirador cajon 1 M3,2,20,1,no,#B0BEC5,5,,31
m32-frente,Frente cajon 2 M3,62,57,1,si,#A8E6CF,18,"T,B,L,R",32
m32-lateral-izq,Lateral cajon izq M3,37,27,1,no,#DCEDC1,18,"T,B,L",32
m32-lateral-der,Lateral cajon der M3,37,27,1,no,#DCEDC1,18,"T,B,R",32
32-fondo,Fondo cajon 2 M3,26,27,1,no,#FFF3E0,15,,32
32-base,Base cajon 2 M3,26,37,1,si,#FFCCBC,18,"T,B,L,R",32
m32-tirador,Tirador cajon 2 M3,2,20,1,no,#B0BEC5,5,,32
m3-tirador-puerta-1,Tirador Puerta 1 M3,2,30,1,no,#B0BEC5,5,,3
m3-tirador-puerta-2,Tirador Puerta 2 M3,2,30,1,no,#B0BEC5,5,,3
m3-tirador-puerta-3,Tirador Puerta 3 M3,2,30,1,no,#B0BEC5,5,,3
# --- Modulo 4: barra colgante ---
m4-base,Base Modulo 4,100,95,1,si,#96CEB4,18,"T,B,L,R",4
m4-tapa,Tapa Modulo 4,100,95,1,si,#4ECDC4,18,"T,B,L,R",4
m4-lateral-izq,Lateral Izq Modulo 4,95,240,1,no,#FF6B6B,18,"T,B,L",4
m4-lateral-der,Lateral Der Modulo 4,95,240,1,no,#FF6B6B,18,"T,B,R",4
m4-fondo,Fondo Modulo 4,100,240,1,no,#F8F9FA,15,,4
m4-zocalo,Zocalo Modulo 4,100,10,1,si,#FFEAA7,18,"T,B,L,R",4
m4-barra,Barra Colgante,64,25,1,si,#9CA3AF,25,"T,B,L,R",4
