# CutterNest Piezas v1
# Ejemplo de closet interior
# Closet abierto 1800×2200×550 sin puertas (perchero), compatible con sistema de puertas corredizas: zocalo-cajon corrido 150 (patron ejemplo-closet-zocalo-cajon) + tapa corrida y 3 modulos de 600 con base propia: M1 doble colgado (2 barras cromadas a dos alturas + repisa superior), M2 cajonera interior (6 cajones de frentes mixtos: delgado 130 accesorios, 4 estandar 200, profundo 280 sueteres) y M3 zapatera interior (bandeja zapatero fija inferior + 4 bandejas zapatera extraibles de 6 piezas + repisa superior). Herrajes: barras cromadas Ø25 y correderas telescopicas.
id,nombre,ancho,alto,cantidad,rotate,color,espesor,cantos,modulo
m23-cajon-tirador,Tirador cajon camisas M2,2,20,1,no,#A0A0A0,5,,23
m24-cajon-frente,Frente cajon pantalones M2,568,197,1,si,#C19A6B,15,"T,B,L,R",24
m24-cajon-lateral-izq,Lateral cajon pantalones M2,495,167,1,no,#D9C2A3,15,"T,B,L",24
m24-cajon-lateral-der,Lateral cajon pantalones M2,495,167,1,no,#D9C2A3,15,"T,B,R",24
m24-cajon-fondo,Fondo cajon pantalones M2,515,152,1,no,#F2F2F2,15,,24
m24-cajon-cara,Cara cajon pantalones M2,515,167,1,no,#D9C2A3,15,"T,B,L,R",24
m24-cajon-base,Base cajon pantalones M2,515,495,1,si,#D9C2A3,15,"T,B,L,R",24
m24-cajon-tirador,Tirador cajon pantalones M2,2,20,1,no,#A0A0A0,5,,24
m25-cajon-frente,Frente cajon ropa doblada M2,568,197,1,si,#C19A6B,15,"T,B,L,R",25
m25-cajon-lateral-izq,Lateral cajon ropa doblada M2,495,167,1,no,#D9C2A3,15,"T,B,L",25
m25-cajon-lateral-der,Lateral cajon ropa doblada M2,495,167,1,no,#D9C2A3,15,"T,B,R",25
m25-cajon-fondo,Fondo cajon ropa doblada M2,515,152,1,no,#F2F2F2,15,,25
m25-cajon-cara,Cara cajon ropa doblada M2,515,167,1,no,#D9C2A3,15,"T,B,L,R",25
m25-cajon-base,Base cajon ropa doblada M2,515,495,1,si,#D9C2A3,15,"T,B,L,R",25
m25-cajon-tirador,Tirador cajon ropa doblada M2,2,20,1,no,#A0A0A0,5,,25
m26-cajon-frente,Frente cajon sueteres M2,568,277,1,si,#C19A6B,15,"T,B,L,R",26
m26-cajon-lateral-izq,Lateral cajon sueteres M2,495,247,1,no,#D9C2A3,15,"T,B,L",26
m26-cajon-lateral-der,Lateral cajon sueteres M2,495,247,1,no,#D9C2A3,15,"T,B,R",26
m26-cajon-fondo,Fondo cajon sueteres M2,515,232,1,no,#F2F2F2,15,,26
m26-cajon-cara,Cara cajon sueteres M2,515,247,1,no,#D9C2A3,15,"T,B,L,R",26
m26-cajon-base,Base cajon sueteres M2,515,495,1,si,#D9C2A3,15,"T,B,L,R",26
m26-cajon-tirador,Tirador cajon sueteres M2,2,20,1,no,#A0A0A0,5,,26
# --- Modulo 3: zapatera interior (bandeja fija + repisa superior + 4 bandejas extraibles) ---
m3-base,Base modulo M3,570,520,1,si,#C19A6B,15,"T,B,L,R",3
m3-tapa,Tapa modulo M3,600,550,1,si,#C19A6B,15,"T,B,L,R",3
m3-lateral-izq,Lateral izquierdo M3,550,2200,1,no,#C19A6B,15,"T,B,L",3
m3-lateral-der,Lateral derecho M3,550,2200,1,no,#C19A6B,15,"T,B,R",3
m3-fondo,Fondo modulo M3,570,2170,1,no,#F2F2F2,15,"",3
m3-bandeja-zapatero,Bandeja zapatero M3,570,450,1,si,#D9C2A3,15,"T,B,L,R",3
m3-repisa-superior,Repisa superior M3,570,300,1,si,#D9C2A3,15,"T,B,L,R",3
m31-zapatera-frente,Frente zapatera extraible 1 M3,568,327,1,si,#8B5A2B,15,"T,B,L,R",31
m31-zapatera-lateral-izq,Lateral zapatera extraible 1 izq M3,495,297,1,no,#D9C2A3,15,"T,B,L",31
m31-zapatera-lateral-der,Lateral zapatera extraible 1 der M3,495,297,1,no,#D9C2A3,15,"T,B,R",31
m31-zapatera-fondo,Fondo zapatera extraible 1 M3,515,282,1,no,#F2F2F2,15,,31
m31-zapatera-cara,Cara zapatera extraible 1 M3,515,297,1,no,#D9C2A3,15,"T,B,L,R",31
m31-zapatera-base,Base zapatera extraible 1 M3,515,495,1,si,#D9C2A3,15,"T,B,L,R",31
m31-zapatera-tirador,Tirador zapatera extraible 1 M3,2,20,1,no,#A0A0A0,5,,31
m32-zapatera-frente,Frente zapatera extraible 2 M3,568,327,1,si,#8B5A2B,15,"T,B,L,R",32
m32-zapatera-lateral-izq,Lateral zapatera extraible 2 izq M3,495,297,1,no,#D9C2A3,15,"T,B,L",32
m32-zapatera-lateral-der,Lateral zapatera extraible 2 der M3,495,297,1,no,#D9C2A3,15,"T,B,R",32
m32-zapatera-fondo,Fondo zapatera extraible 2 M3,515,282,1,no,#F2F2F2,15,,32
m32-zapatera-cara,Cara zapatera extraible 2 M3,515,297,1,no,#D9C2A3,15,"T,B,L,R",32
m32-zapatera-base,Base zapatera extraible 2 M3,515,495,1,si,#D9C2A3,15,"T,B,L,R",32
m32-zapatera-tirador,Tirador zapatera extraible 2 M3,2,20,1,no,#A0A0A0,5,,32
m33-zapatera-frente,Frente zapatera extraible 3 M3,568,327,1,si,#8B5A2B,15,"T,B,L,R",33
m33-zapatera-lateral-izq,Lateral zapatera extraible 3 izq M3,495,297,1,no,#D9C2A3,15,"T,B,L",33
m33-zapatera-lateral-der,Lateral zapatera extraible 3 der M3,495,297,1,no,#D9C2A3,15,"T,B,R",33
m33-zapatera-fondo,Fondo zapatera extraible 3 M3,515,282,1,no,#F2F2F2,15,,33
m33-zapatera-cara,Cara zapatera extraible 3 M3,515,297,1,no,#D9C2A3,15,"T,B,L,R",33
m33-zapatera-base,Base zapatera extraible 3 M3,515,495,1,si,#D9C2A3,15,"T,B,L,R",33
m33-zapatera-tirador,Tirador zapatera extraible 3 M3,2,20,1,no,#A0A0A0,5,,33
m34-zapatera-frente,Frente zapatera extraible 4 M3,568,327,1,si,#8B5A2B,15,"T,B,L,R",34
m34-zapatera-lateral-izq,Lateral zapatera extraible 4 izq M3,495,297,1,no,#D9C2A3,15,"T,B,L",34
m34-zapatera-lateral-der,Lateral zapatera extraible 4 der M3,495,297,1,no,#D9C2A3,15,"T,B,R",34
m34-zapatera-fondo,Fondo zapatera extraible 4 M3,515,282,1,no,#F2F2F2,15,,34
m34-zapatera-cara,Cara zapatera extraible 4 M3,515,297,1,no,#D9C2A3,15,"T,B,L,R",34
m34-zapatera-base,Base zapatera extraible 4 M3,515,495,1,si,#D9C2A3,15,"T,B,L,R",34
m34-zapatera-tirador,Tirador zapatera extraible 4 M3,2,20,1,no,#A0A0A0,5,,34
