id,nombre,ancho,alto,cantidad,rotate,color,espesor,cantos,modulo,pos_z
m22-cajon-lateral-izq,Lateral cajon inf M2,460,180,1,no,#D9C2A3,15,"T,B,L",22,
m22-cajon-lateral-der,Lateral cajon inf der M2,460,180,1,no,#D9C2A3,15,"T,B,R",22,
m22-cajon-fondo,Fondo cajon inf M2,370,180,1,no,#F2F2F2,15,,22,
m22-cajon-base,Base cajon inf M2,370,180,1,si,#D9C2A3,15,"T,B,L,R",22,
m22-cajon-tirador,Tirador cajon inf M2,2,20,1,no,#A0A0A0,5,,22,
m3-base,Base modulo M3,500,520,1,si,#C19A6B,15,"T,B,L,R",3,
m3-tapa,Tapa modulo M3,500,520,1,si,#C19A6B,15,"T,B,L,R",3,
m3-lateral-izq,Lateral izquierdo M3,15,2300,1,no,#C19A6B,15,"T,B,L",3,
m3-lateral-der,Lateral derecho M3,15,2300,1,no,#C19A6B,15,"T,B,R",3,
m3-fondo,Fondo modulo M3,500,2300,1,no,#F2F2F2,15,,3,
m3-repisa-1,Repisa 1 M3,440,490,1,si,#D9C2A3,15,"T,B,L,R",3,
m3-repisa-2,Repisa 2 M3,440,490,1,si,#D9C2A3,15,"T,B,L,R",3,
m3-repisa-3,Repisa 3 M3,440,490,1,si,#D9C2A3,15,"T,B,L,R",3,
m3-repisa-4,Repisa 4 M3,440,490,1,si,#D9C2A3,15,"T,B,L,R",3,
m4-base,Base modulo M4,510,520,1,si,#8B5A2B,15,"T,B,L,R",4,
m4-tapa,Tapa modulo M4,510,520,1,si,#8B5A2B,15,"T,B,L,R",4,
m4-lateral-izq,Lateral izquierdo M4,15,2300,1,no,#8B5A2B,15,"T,B,L",4,
m4-lateral-der,Lateral derecho M4,15,2300,1,no,#8B5A2B,15,"T,B,R",4,
m4-fondo,Fondo modulo M4,510,2300,1,no,#F2F2F2,15,,4,
m4-repisa-1,Repisa 1 M4,450,490,1,si,#D9C2A3,15,"T,B,L,R",4,
m4-repisa-2,Repisa 2 M4,450,490,1,si,#D9C2A3,15,"T,B,L,R",4,
m4-repisa-3,Repisa 3 M4,450,490,1,si,#D9C2A3,15,"T,B,L,R",4,
m4-repisa-4,Repisa 4 M4,450,490,1,si,#D9C2A3,15,"T,B,L,R",4,
