# CutterNest Piezas v1
# Ejemplo de clóset completo: 4 módulos con estructura global y submódulos padre-hijo.
# - Estructura global: zócalo, corona, trasera de anclaje, cantoneras y tirantes a pared.
# - Módulo 1: estantes.
# - Módulo 2: cajonera doble con barra corta (submódulos 21 y 22).
# - Módulo 3: cajonera doble con barra larga (submódulos 31 y 32).
# - Módulo 4: zapatero con estantes y divisor.
id,nombre,ancho,alto,cantidad,rotate,color,espesor,cantos,modulo
# --- Modulo 2: cajonera con barra corta ---
m2-base,Base módulo M2,450,520,1,si,#C19A6B,15,"T,B,L,R",2
m2-tapa,Tapa módulo M2,450,550,1,si,#C19A6B,15,"T,B,L,R",2
m2-lateral-izq,Lateral izquierdo M2,2300,550,1,no,#C19A6B,15,"T,B,L",2
m2-lateral-der,Lateral derecho M2,2300,550,1,no,#C19A6B,15,"T,B,R",2
m2-fondo,Fondo módulo M2,450,2300,1,no,#F2F2F2,15,,2
m2-divisor,Divisor vertical M2,1200,550,1,no,#C19A6B,15,"T,B,L,R",2
m2-barra,Barra ropa corta Ø25mm,420,25,1,si,#A0A0A0,25,,2

# --- Submodulo 21: cajon 1 del modulo 2 ---
m21-cajon-1-frente,Frente cajón 1 M2,400,180,1,si,#C19A6B,15,"T,B,L,R",21
m21-cajon-1-lateral-izq,Lateral cajón 1 M2,180,450,1,no,#D9C2A3,15,"T,B,L",21
m21-cajon-1-lateral-der,Lateral cajón 1 M2,180,450,1,no,#D9C2A3,15,"T,B,R",21
m21-cajon-1-fondo,Fondo cajón 1 M2,360,450,1,no,#F2F2F2,15,,21
m21-cajon-1-base,Base cajón 1 M2,360,450,1,si,#D9C2A3,15,"T,B,L,R",21
m21-cajon-1-tirador,Tirador cajón 1 M2,2,20,1,no,#A0A0A0,5,,21

# --- Submodulo 22: cajon 2 del modulo 2 ---
m22-cajon-2-frente,Frente cajón 2 M2,400,180,1,si,#C19A6B,15,"T,B,L,R",22
m22-cajon-2-lateral-izq,Lateral cajón 2 M2,180,450,1,no,#D9C2A3,15,"T,B,L",22
m22-cajon-2-lateral-der,Lateral cajón 2 M2,180,450,1,no,#D9C2A3,15,"T,B,R",22
m22-cajon-2-fondo,Fondo cajón 2 M2,360,450,1,no,#F2F2F2,15,,22
m22-cajon-2-base,Base cajón 2 M2,360,450,1,si,#D9C2A3,15,"T,B,L,R",22
m22-cajon-2-tirador,Tirador cajón 2 M2,2,20,1,no,#A0A0A0,5,,22

# --- Modulo 3: cajonera con barra larga ---
m3-base,Base módulo M3,450,520,1,si,#C19A6B,15,"T,B,L,R",3
m3-tapa,Tapa módulo M3,450,550,1,si,#C19A6B,15,"T,B,L,R",3
m3-lateral-izq,Lateral izquierdo M3,2300,550,1,no,#C19A6B,15,"T,B,L",3
m3-lateral-der,Lateral derecho M3,2300,550,1,no,#C19A6B,15,"T,B,R",3
m3-fondo,Fondo módulo M3,450,2300,1,no,#F2F2F2,15,,3
m3-barra,Barra ropa larga Ø25mm,420,25,1,si,#A0A0A0,25,,3

# --- Submodulo 31: cajon 1 del modulo 3 ---
m31-cajon-1-frente,Frente cajón 1 M3,400,180,1,si,#C19A6B,15,"T,B,L,R",31
m31-cajon-1-lateral-izq,Lateral cajón 1 M3,180,450,1,no,#D9C2A3,15,"T,B,L",31
m31-cajon-1-lateral-der,Lateral cajón 1 M3,180,450,1,no,#D9C2A3,15,"T,B,R",31
m31-cajon-1-fondo,Fondo cajón 1 M3,360,450,1,no,#F2F2F2,15,,31
m31-cajon-1-base,Base cajón 1 M3,360,450,1,si,#D9C2A3,15,"T,B,L,R",31
m31-cajon-1-tirador,Tirador cajón 1 M3,2,20,1,no,#A0A0A0,5,,31

# --- Submodulo 32: cajon 2 del modulo 3 ---
m32-cajon-2-frente,Frente cajón 2 M3,400,180,1,si,#C19A6B,15,"T,B,L,R",32
m32-cajon-2-lateral-izq,Lateral cajón 2 M3,180,450,1,no,#D9C2A3,15,"T,B,L",32
m32-cajon-2-lateral-der,Lateral cajón 2 M3,180,450,1,no,#D9C2A3,15,"T,B,R",32
m32-cajon-2-fondo,Fondo cajón 2 M3,360,450,1,no,#F2F2F2,15,,32
m32-cajon-2-base,Base cajón 2 M3,360,450,1,si,#D9C2A3,15,"T,B,L,R",32
m32-cajon-2-tirador,Tirador cajón 2 M3,2,20,1,no,#A0A0A0,5,,32

# --- Modulo 4: zapatero ---
m4-base,Base módulo M4,450,520,1,si,#C19A6B,15,"T,B,L,R",4
m4-tapa,Tapa módulo M4,450,550,1,si,#C19A6B,15,"T,B,L,R",4
m4-lateral-izq,Lateral izquierdo M4,2300,550,1,no,#C19A6B,15,"T,B,L",4
m4-lateral-der,Lateral derecho M4,2300,550,1,no,#C19A6B,15,"T,B,R",4
m4-fondo,Fondo módulo M4,450,2300,1,no,#F2F2F2,15,,4
m4-estante,Estante zapatero M4,390,350,4,si,#D9C2A3,15,"T,B,L,R",4
m4-divisor-zapatero,Divisor zapatero inclinado,390,350,1,no,#C19A6B,15,"T,B,L,R",4
